2026-01-18 15:38:59,778 | INFO | tripclick-producer | START file=/home/ubuntu/server1/date=2026-01-01/events.json topic=tripclick_raw_logs brokers=['10.0.0.207:9092', '10.0.0.207:9093', '10.0.0.207:9094']
2026-01-24 10:14:24,675 | INFO | tripclick-producer | progress sent=58000 topic=tripclick_raw_logs session=fhoeec45rlyjn445clgv4145 event_ts=2026-01-01T15:46:09.861450+00:00
2026-01-24 10:14:24,747 | INFO | tripclick-producer | progress sent=59000 topic=tripclick_raw_logs session=ib3jnp55ggwr2x2rusotn145 event_ts=2026-01-01T15:46:51.765315+00:00
2026-01-24 10:14:24,830 | INFO | tripclick-producer | progress sent=60000 topic=tripclick_raw_logs session=djlyis550hgr1r55bcpa1sqa event_ts=2026-01-01T15:47:32.749142+00:00
2026-01-24 10:14:24,956 | INFO | tripclick-producer | progress sent=61000 topic=tripclick_raw_logs session=1kjr0q553sdxtoz3zdx11255 event_ts=2026-01-01T15:48:17.997117+00:00
2026-01-24 10:14:25,041 | INFO | tripclick-producer | progress sent=62000 topic=tripclick_raw_logs session=w2nyoq450idc0s45sipbkcfw event_ts=2026-01-01T15:49:13.554606+00:00
2026-01-24 10:14:25,115 | INFO | tripclick-producer | progress sent=63000 topic=tripclick_raw_logs session=uqar2yiguyp0y2flp02khqak event_ts=2026-01-01T15:49:53.093246+00:00
2026-01-24 10:14:25,186 | INFO | tripclick-producer | progress sent=64000 topic=tripclick_raw_logs session=jnj20fqkngjhjxy3uqngat55 event_ts=2026-01-01T15:50:26.918505+00:00
2026-01-24 10:14:25,269 | INFO | tripclick-producer | progress sent=65000 topic=tripclick_raw_logs session=44ec3545frmugjj2lwrwy355 event_ts=2026-01-01T15:51:06.292710+00:00
2026-01-24 10:14:25,341 | INFO | tripclick-producer | progress sent=66000 topic=tripclick_raw_logs session=tltcna45w23ujuzcn0xfc3rk event_ts=2026-01-01T15:51:46.518146+00:00
2026-01-24 10:14:25,413 | INFO | tripclick-producer | progress sent=67000 topic=tripclick_raw_logs session=peev0c55my3cmbbs0ydiry45 event_ts=2026-01-01T15:52:26.436707+00:00
2026-01-24 10:14:25,497 | INFO | tripclick-producer | progress sent=68000 topic=tripclick_raw_logs session=2p2ibobcz2zchpiahra4bzf2 event_ts=2026-01-01T15:53:27.308520+00:00
2026-01-24 10:14:25,570 | INFO | tripclick-producer | progress sent=69000 topic=tripclick_raw_logs session=wqwcki55goc2qaudmyqunci0 event_ts=2026-01-01T15:54:19.465627+00:00
2026-01-24 10:14:25,655 | INFO | tripclick-producer | progress sent=70000 topic=tripclick_raw_logs session=5hdzbq45r0gcbd55vcl5js45 event_ts=2026-01-01T15:54:53.257812+00:00
2026-01-24 10:14:25,727 | INFO | tripclick-producer | progress sent=71000 topic=tripclick_raw_logs session=xwi2hbzlobzj5n55ektbri55 event_ts=2026-01-01T15:55:31.786067+00:00
2026-01-24 10:14:25,811 | INFO | tripclick-producer | progress sent=72000 topic=tripclick_raw_logs session=bghzhmicsymx5255pgrc5q55 event_ts=2026-01-01T15:56:11.773468+00:00
2026-01-24 10:14:25,896 | INFO | tripclick-producer | progress sent=73000 topic=tripclick_raw_logs session=i2xbj4f1bpy5bl55t3ae0vyt event_ts=2026-01-01T15:57:04.538540+00:00
2026-01-24 10:14:25,967 | INFO | tripclick-producer | progress sent=74000 topic=tripclick_raw_logs session=ljlehv55ytdiosfe1nhb3x45 event_ts=2026-01-01T15:58:18.056429+00:00
2026-01-24 10:14:26,040 | INFO | tripclick-producer | progress sent=75000 topic=tripclick_raw_logs session=abuagp55iyy2hyvwfdip3j45 event_ts=2026-01-01T15:59:03.855349+00:00
2026-01-24 10:14:26,180 | INFO | tripclick-producer | progress sent=76000 topic=tripclick_raw_logs session=josvhq3ypdbr0b45wum5h255 event_ts=2026-01-01T15:59:44.533844+00:00
2026-01-24 10:14:37,386 | INFO | tripclick-producer | DONE total_sent=76242 file=data/server1/date=2026-01-01/events.json
2026-01-24 10:14:45,077 | INFO | tripclick-producer | progress sent=5000 topic=tripclick_raw_logs session=zcbvgq553q02gl55pykpmm32 event_ts=2026-01-01T15:05:36.167810+00:00 dedup_key=9e144365
2026-01-24 10:15:33,148 | INFO | tripclick-producer | progress sent=6000 topic=tripclick_raw_logs session=ruwnrg450tsq2oihfye2cb45 event_ts=2026-01-01T15:06:24.238964+00:00 dedup_key=72217fcf
2026-01-24 10:16:28,214 | INFO | tripclick-producer | progress sent=7000 topic=tripclick_raw_logs session=ipdbhr45f2migvuvfjyalj45 event_ts=2026-01-01T15:07:19.304287+00:00 dedup_key=85c6b2a4
2026-01-24 10:17:38,184 | INFO | tripclick-producer | progress sent=8000 topic=tripclick_raw_logs session=2puseh45yllnpu45zwdyhnb0 event_ts=2026-01-01T15:08:29.274311+00:00 dedup_key=59a433bc
2026-01-24 10:18:32,499 | INFO | tripclick-producer | progress sent=9000 topic=tripclick_raw_logs session=tlxxiq55jj4jrrywhmglgg55 event_ts=2026-01-01T15:09:23.589445+00:00 dedup_key=4ac32e23
2026-01-24 10:19:15,835 | INFO | tripclick-producer | progress sent=10000 topic=tripclick_raw_logs session=1niwrj45rnbkxu45r3ri2rz5 event_ts=2026-01-01T15:10:06.925836+00:00 dedup_key=e0724751
2026-01-24 10:20:00,434 | INFO | tripclick-producer | progress sent=11000 topic=tripclick_raw_logs session=mzpis1b35qrw0lrzdyyjawed event_ts=2026-01-01T15:10:51.524482+00:00 dedup_key=014f6057
2026-01-24 10:20:50,919 | INFO | tripclick-producer | progress sent=12000 topic=tripclick_raw_logs session=3kfvw2550nld5055rzk0gg45 event_ts=2026-01-01T15:11:42.009799+00:00 dedup_key=2ee90795
2026-01-24 10:22:08,022 | INFO | tripclick-producer | progress sent=13000 topic=tripclick_raw_logs session=rbmr4b55s3gi5055khyxfr45 event_ts=2026-01-01T15:12:59.112485+00:00 dedup_key=bd79fa5f
2026-01-24 10:22:54,710 | INFO | tripclick-producer | progress sent=14000 topic=tripclick_raw_logs session=c1hkn13vy0kjy255oug1lf45 event_ts=2026-01-01T15:13:45.801039+00:00 dedup_key=db4e8040
2026-01-24 10:23:28,190 | INFO | tripclick-producer | progress sent=15000 topic=tripclick_raw_logs session=vvlajfanzcha0arz2mdx4055 event_ts=2026-01-01T15:14:19.280949+00:00 dedup_key=e36eea6a
2026-01-24 10:24:07,895 | INFO | tripclick-producer | progress sent=16000 topic=tripclick_raw_logs session=qb2pj345ybwep545nncza5i5 event_ts=2026-01-01T15:14:58.985666+00:00 dedup_key=68b7f624
2026-01-24 10:24:39,640 | INFO | tripclick-producer | progress sent=17000 topic=tripclick_raw_logs session=yloqfm33zswvczfylcrzjyyi event_ts=2026-01-01T15:15:30.731088+00:00 dedup_key=b93274aa
2026-01-24 10:25:44,243 | INFO | tripclick-producer | progress sent=18000 topic=tripclick_raw_logs session=asq1zhzqx5kvag252otiftru event_ts=2026-01-01T15:16:35.334039+00:00 dedup_key=26173e9d
2026-01-24 10:26:51,215 | INFO | tripclick-producer | progress sent=19000 topic=tripclick_raw_logs session=wfrlcpeoyw5ssouvwqc35l55 event_ts=2026-01-01T15:17:42.305383+00:00 dedup_key=455d001c
2026-01-24 10:27:34,609 | INFO | tripclick-producer | progress sent=20000 topic=tripclick_raw_logs session=vzu41lbye3bavb3tpxkquaj4 event_ts=2026-01-01T15:18:25.699415+00:00 dedup_key=25e60df5
2026-01-24 10:28:20,351 | INFO | tripclick-producer | progress sent=21000 topic=tripclick_raw_logs session=vaxdz3roat01zkjqclwr2zfa event_ts=2026-01-01T15:19:11.441235+00:00 dedup_key=46bbf1b0
2026-01-24 10:29:05,658 | INFO | tripclick-producer | progress sent=22000 topic=tripclick_raw_logs session=1mfrsu3ein5ocan5iixco545 event_ts=2026-01-01T15:19:56.748577+00:00 dedup_key=26a4a088
2026-01-24 10:30:11,292 | INFO | tripclick-producer | progress sent=23000 topic=tripclick_raw_logs session=ehrp1lvb2bh2nv55nrpm2luo event_ts=2026-01-01T15:21:02.382972+00:00 dedup_key=cc0414a7
2026-01-24 10:31:31,195 | INFO | tripclick-producer | progress sent=24000 topic=tripclick_raw_logs session=y1d1gfaupkzykk2uhygglbqg event_ts=2026-01-01T15:22:22.286074+00:00 dedup_key=0a20a82d
2026-01-24 10:32:14,999 | INFO | tripclick-producer | progress sent=25000 topic=tripclick_raw_logs session=jymeemz5jnb53o55vbtpuoya event_ts=2026-01-01T15:23:06.089224+00:00 dedup_key=9ca90461
2026-01-24 10:32:53,342 | INFO | tripclick-producer | progress sent=26000 topic=tripclick_raw_logs session=zsa3sw45b55ut145ivft0b55 event_ts=2026-01-01T15:23:44.432128+00:00 dedup_key=23ed397c
2026-01-24 10:33:32,670 | INFO | tripclick-producer | progress sent=27000 topic=tripclick_raw_logs session=cetn3kvyxv1j3s55ympc4d55 event_ts=2026-01-01T15:24:23.761103+00:00 dedup_key=8041e9bb
2026-01-24 10:34:10,483 | INFO | tripclick-producer | progress sent=28000 topic=tripclick_raw_logs session=mchpqa2iwlsvpl454le1o3bk event_ts=2026-01-01T15:25:01.574032+00:00 dedup_key=bc82b9ce
2026-01-24 10:35:17,991 | INFO | tripclick-producer | progress sent=29000 topic=tripclick_raw_logs session=ysn4zhafhbsq1o55zsaxhjuh event_ts=2026-01-01T15:26:09.080778+00:00 dedup_key=2a68531f
2026-01-24 10:36:13,545 | INFO | tripclick-producer | progress sent=30000 topic=tripclick_raw_logs session=cnobefup3opsipimeknhtcz5 event_ts=2026-01-01T15:27:04.635186+00:00 dedup_key=e11beba5

